index,degree,edge_type,group
735,6.0,g_out,miRNA
736,5.0,g_out,miRNA
737,5.0,g_out,miRNA
738,5.0,g_out,miRNA
739,4.0,g_out,miRNA
740,6.0,g_out,miRNA
741,1.0,g_out,miRNA
742,5.0,g_out,miRNA
743,6.0,g_out,miRNA
744,6.0,g_out,miRNA
745,6.0,g_out,miRNA
746,5.0,g_out,miRNA
747,2.0,g_out,miRNA
748,1.0,g_out,miRNA
749,2.0,g_out,miRNA
750,6.0,g_out,miRNA
751,6.0,g_out,miRNA
752,2.0,g_out,miRNA
753,6.0,g_out,miRNA
754,3.0,g_out,miRNA
755,2.0,g_out,miRNA
756,3.0,g_out,miRNA
757,4.0,g_out,miRNA
758,6.0,g_out,miRNA
759,12.0,g_out,miRNA
760,4.0,g_out,miRNA
761,6.0,g_out,miRNA
762,4.0,g_out,miRNA
763,6.0,g_out,miRNA
764,8.0,g_out,miRNA
765,4.0,g_out,miRNA
766,6.0,g_out,miRNA
767,14.0,g_out,miRNA
768,7.0,g_out,miRNA
769,3.0,g_out,miRNA
770,6.0,g_out,miRNA
771,6.0,g_out,miRNA
772,11.0,g_out,miRNA
773,5.0,g_out,miRNA
774,4.0,g_out,miRNA
775,6.0,g_out,miRNA
776,7.0,g_out,miRNA
777,11.0,g_out,miRNA
778,5.0,g_out,miRNA
779,4.0,g_out,miRNA
780,5.0,g_out,miRNA
781,2.0,g_out,miRNA
782,4.0,g_out,miRNA
783,8.0,g_out,miRNA
784,11.0,g_out,miRNA
785,6.0,g_out,miRNA
786,4.0,g_out,miRNA
787,7.0,g_out,miRNA
788,8.0,g_out,miRNA
789,4.0,g_out,miRNA
790,5.0,g_out,miRNA
791,2.0,g_out,miRNA
792,8.0,g_out,miRNA
793,5.0,g_out,miRNA
794,3.0,g_out,miRNA
795,11.0,g_out,miRNA
796,5.0,g_out,miRNA
797,10.0,g_out,miRNA
798,4.0,g_out,miRNA
799,7.0,g_out,miRNA
800,4.0,g_out,miRNA
801,3.0,g_out,miRNA
802,12.0,g_out,miRNA
803,9.0,g_out,miRNA
804,10.0,g_out,miRNA
805,4.0,g_out,miRNA
806,6.0,g_out,miRNA
807,11.0,g_out,miRNA
808,8.0,g_out,miRNA
809,3.0,g_out,miRNA
810,3.0,g_out,miRNA
811,4.0,g_out,miRNA
812,8.0,g_out,miRNA
813,5.0,g_out,miRNA
814,9.0,g_out,miRNA
815,7.0,g_out,miRNA
816,5.0,g_out,miRNA
817,6.0,g_out,miRNA
818,13.0,g_out,miRNA
819,4.0,g_out,miRNA
820,2.0,g_out,miRNA
821,2.0,g_out,miRNA
822,8.0,g_out,miRNA
823,8.0,g_out,miRNA
824,9.0,g_out,miRNA
825,4.0,g_out,miRNA
826,6.0,g_out,miRNA
827,2.0,g_out,miRNA
828,7.0,g_out,miRNA
829,10.0,g_out,miRNA
830,4.0,g_out,miRNA
831,3.0,g_out,miRNA
832,2.0,g_out,miRNA
833,8.0,g_out,miRNA
834,5.0,g_out,miRNA
835,6.0,g_out,miRNA
836,6.0,g_out,miRNA
837,12.0,g_out,miRNA
838,3.0,g_out,miRNA
839,3.0,g_out,miRNA
840,3.0,g_out,miRNA
841,5.0,g_out,miRNA
842,3.0,g_out,miRNA
843,2.0,g_out,miRNA
844,11.0,g_out,miRNA
845,7.0,g_out,miRNA
846,2.0,g_out,miRNA
847,5.0,g_out,miRNA
848,7.0,g_out,miRNA
849,12.0,g_out,miRNA
850,11.0,g_out,miRNA
851,7.0,g_out,miRNA
852,5.0,g_out,miRNA
853,9.0,g_out,miRNA
854,10.0,g_out,miRNA
855,3.0,g_out,miRNA
856,2.0,g_out,miRNA
857,6.0,g_out,miRNA
858,6.0,g_out,miRNA
859,9.0,g_out,miRNA
860,7.0,g_out,miRNA
861,7.0,g_out,miRNA
862,8.0,g_out,miRNA
863,3.0,g_out,miRNA
864,9.0,g_out,miRNA
865,8.0,g_out,miRNA
866,11.0,g_out,miRNA
867,5.0,g_out,miRNA
868,5.0,g_out,miRNA
869,6.0,g_out,miRNA
870,5.0,g_out,miRNA
871,11.0,g_out,miRNA
872,6.0,g_out,miRNA
873,5.0,g_out,miRNA
874,9.0,g_out,miRNA
875,7.0,g_out,miRNA
876,2.0,g_out,miRNA
877,5.0,g_out,miRNA
878,4.0,g_out,miRNA
879,4.0,g_out,miRNA
880,2.0,g_out,miRNA
881,7.0,g_out,miRNA
882,11.0,g_out,miRNA
883,7.0,g_out,miRNA
884,4.0,g_out,miRNA
885,7.0,g_out,miRNA
886,9.0,g_out,miRNA
887,11.0,g_out,miRNA
888,9.0,g_out,miRNA
889,13.0,g_out,miRNA
890,9.0,g_out,miRNA
891,10.0,g_out,miRNA
892,3.0,g_out,miRNA
893,8.0,g_out,miRNA
894,12.0,g_out,miRNA
895,5.0,g_out,miRNA
896,2.0,g_out,miRNA
897,5.0,g_out,miRNA
898,10.0,g_out,miRNA
899,4.0,g_out,miRNA
900,9.0,g_out,miRNA
901,3.0,g_out,miRNA
902,2.0,g_out,miRNA
903,4.0,g_out,miRNA
904,10.0,g_out,miRNA
905,6.0,g_out,miRNA
906,6.0,g_out,miRNA
907,2.0,g_out,miRNA
908,6.0,g_out,miRNA
909,7.0,g_out,miRNA
910,7.0,g_out,miRNA
911,3.0,g_out,miRNA
912,5.0,g_out,miRNA
913,4.0,g_out,miRNA
914,5.0,g_out,miRNA
915,12.0,g_out,miRNA
916,8.0,g_out,miRNA
917,5.0,g_out,miRNA
918,4.0,g_out,miRNA
919,5.0,g_out,miRNA
920,1.0,g_out,miRNA
921,3.0,g_out,miRNA
922,6.0,g_out,miRNA
923,2.0,g_out,miRNA
924,2.0,g_out,miRNA
925,9.0,g_out,miRNA
926,5.0,g_out,miRNA
927,5.0,g_out,miRNA
928,6.0,g_out,miRNA
929,7.0,g_out,miRNA
930,4.0,g_out,miRNA
931,0.0,g_out,miRNA
932,2.0,g_out,miRNA
933,4.0,g_out,miRNA
934,6.0,g_out,miRNA
935,6.0,g_out,miRNA
936,8.0,g_out,miRNA
937,4.0,g_out,miRNA
938,8.0,g_out,miRNA
939,1.0,g_out,miRNA
940,10.0,g_out,miRNA
941,5.0,g_out,miRNA
942,4.0,g_out,miRNA
943,7.0,g_out,miRNA
944,11.0,g_out,miRNA
945,8.0,g_out,miRNA
946,5.0,g_out,miRNA
947,7.0,g_out,miRNA
948,3.0,g_out,miRNA
949,5.0,g_out,miRNA
950,5.0,g_out,miRNA
951,3.0,g_out,miRNA
952,1.0,g_out,miRNA
953,8.0,g_out,miRNA
954,7.0,g_out,miRNA
955,6.0,g_out,miRNA
956,8.0,g_out,miRNA
957,5.0,g_out,miRNA
958,4.0,g_out,miRNA
959,8.0,g_out,miRNA
960,5.0,g_out,miRNA
961,3.0,g_out,miRNA
962,5.0,g_out,miRNA
963,6.0,g_out,miRNA
964,15.0,g_out,miRNA
965,11.0,g_out,miRNA
966,5.0,g_out,miRNA
967,3.0,g_out,miRNA
968,3.0,g_out,miRNA
969,5.0,g_out,miRNA
970,2.0,g_out,miRNA
971,5.0,g_out,miRNA
972,6.0,g_out,miRNA
973,6.0,g_out,miRNA
974,6.0,g_out,miRNA
975,5.0,g_out,miRNA
976,1.0,g_out,miRNA
977,11.0,g_out,miRNA
978,4.0,g_out,miRNA
979,8.0,g_out,miRNA
980,2.0,g_out,miRNA
981,7.0,g_out,miRNA
982,2.0,g_out,miRNA
983,13.0,g_out,miRNA
984,13.0,g_out,miRNA
985,7.0,g_out,miRNA
986,6.0,g_out,miRNA
987,4.0,g_out,miRNA
988,4.0,g_out,miRNA
989,7.0,g_out,miRNA
990,8.0,g_out,miRNA
991,1.0,g_out,miRNA
992,9.0,g_out,miRNA
993,3.0,g_out,miRNA
994,8.0,g_out,miRNA
995,6.0,g_out,miRNA
996,13.0,g_out,miRNA
997,7.0,g_out,miRNA
998,5.0,g_out,miRNA
999,10.0,g_out,miRNA
1000,6.0,g_out,miRNA
1001,6.0,g_out,miRNA
1002,1.0,g_out,miRNA
1003,6.0,g_out,miRNA
1004,2.0,g_out,miRNA
1005,2.0,g_out,miRNA
1006,3.0,g_out,miRNA
1007,5.0,g_out,miRNA
1008,6.0,g_out,miRNA
1009,7.0,g_out,miRNA
1010,3.0,g_out,miRNA
1011,1.0,g_out,miRNA
1012,3.0,g_out,miRNA
1013,11.0,g_out,miRNA
1014,3.0,g_out,miRNA
1015,6.0,g_out,miRNA
1016,8.0,g_out,miRNA
1017,5.0,g_out,miRNA
1018,5.0,g_out,miRNA
1019,8.0,g_out,miRNA
1020,8.0,g_out,miRNA
1021,4.0,g_out,miRNA
1022,5.0,g_out,miRNA
1023,10.0,g_out,miRNA
1024,7.0,g_out,miRNA
1025,6.0,g_out,miRNA
1026,0.0,g_out,miRNA
1027,3.0,g_out,miRNA
1028,4.0,g_out,miRNA
1029,8.0,g_out,miRNA
1030,7.0,g_out,miRNA
1031,5.0,g_out,miRNA
1032,7.0,g_out,miRNA
1033,5.0,g_out,miRNA
1034,4.0,g_out,miRNA
1035,11.0,g_out,miRNA
1036,11.0,g_out,miRNA
1037,6.0,g_out,miRNA
1038,6.0,g_out,miRNA
1039,5.0,g_out,miRNA
1040,7.0,g_out,miRNA
1041,5.0,g_out,miRNA
1042,4.0,g_out,miRNA
1043,7.0,g_out,miRNA
1044,7.0,g_out,miRNA
1045,12.0,g_out,miRNA
1046,7.0,g_out,miRNA
1047,11.0,g_out,miRNA
1048,11.0,g_out,miRNA
1049,7.0,g_out,miRNA
1050,7.0,g_out,miRNA
1051,5.0,g_out,miRNA
1052,4.0,g_out,miRNA
1053,2.0,g_out,miRNA
1054,1.0,g_out,miRNA
1055,7.0,g_out,miRNA
1056,7.0,g_out,miRNA
1057,4.0,g_out,miRNA
1058,4.0,g_out,miRNA
1059,10.0,g_out,miRNA
1060,5.0,g_out,miRNA
1061,3.0,g_out,miRNA
1062,6.0,g_out,miRNA
1063,6.0,g_out,miRNA
1064,6.0,g_out,miRNA
1065,5.0,g_out,miRNA
1066,1.0,g_out,miRNA
1067,2.0,g_out,miRNA
1068,7.0,g_out,miRNA
1069,6.0,g_out,miRNA
1070,12.0,g_out,miRNA
1071,8.0,g_out,miRNA
1072,5.0,g_out,miRNA
1073,9.0,g_out,miRNA
1074,6.0,g_out,miRNA
1075,7.0,g_out,miRNA
1076,2.0,g_out,miRNA
1077,6.0,g_out,miRNA
1078,5.0,g_out,miRNA
1079,9.0,g_out,miRNA
1080,9.0,g_out,miRNA
1081,2.0,g_out,miRNA
1082,9.0,g_out,miRNA
1083,8.0,g_out,miRNA
1084,3.0,g_out,miRNA
1085,3.0,g_out,miRNA
1086,3.0,g_out,miRNA
1087,5.0,g_out,miRNA
1088,5.0,g_out,miRNA
1089,3.0,g_out,miRNA
1090,3.0,g_out,miRNA
1091,4.0,g_out,miRNA
1092,12.0,g_out,miRNA
1093,8.0,g_out,miRNA
1094,10.0,g_out,miRNA
1095,9.0,g_out,miRNA
1096,5.0,g_out,miRNA
1097,6.0,g_out,miRNA
1098,4.0,g_out,miRNA
1099,6.0,g_out,miRNA
1100,3.0,g_out,miRNA
1101,5.0,g_out,miRNA
1102,6.0,g_out,miRNA
1103,8.0,g_out,miRNA
1104,7.0,g_out,miRNA
1105,9.0,g_out,miRNA
1106,7.0,g_out,miRNA
1107,5.0,g_out,miRNA
1108,2.0,g_out,miRNA
1109,7.0,g_out,miRNA
1110,5.0,g_out,miRNA
1111,7.0,g_out,miRNA
1112,5.0,g_out,miRNA
1113,10.0,g_out,miRNA
1114,11.0,g_out,miRNA
1115,8.0,g_out,miRNA
1116,9.0,g_out,miRNA
1117,4.0,g_out,miRNA
1118,13.0,g_out,miRNA
1119,5.0,g_out,miRNA
1120,4.0,g_out,miRNA
1121,5.0,g_out,miRNA
1122,10.0,g_out,miRNA
1123,12.0,g_out,miRNA
1124,1.0,g_out,miRNA
1125,3.0,g_out,miRNA
1126,4.0,g_out,miRNA
1127,5.0,g_out,miRNA
1128,4.0,g_out,miRNA
1129,4.0,g_out,miRNA
1130,5.0,g_out,miRNA
1131,4.0,g_out,miRNA
1132,10.0,g_out,miRNA
1133,1.0,g_out,miRNA
1134,3.0,g_out,miRNA
1135,3.0,g_out,miRNA
1136,3.0,g_out,miRNA
1137,6.0,g_out,miRNA
1138,8.0,g_out,miRNA
1139,2.0,g_out,miRNA
1140,4.0,g_out,miRNA
1141,10.0,g_out,miRNA
1142,7.0,g_out,miRNA
1143,6.0,g_out,miRNA
1144,4.0,g_out,miRNA
1145,7.0,g_out,miRNA
1146,4.0,g_out,miRNA
1147,10.0,g_out,miRNA
1148,5.0,g_out,miRNA
1149,3.0,g_out,miRNA
1150,4.0,g_out,miRNA
1151,4.0,g_out,miRNA
1152,1.0,g_out,miRNA
1153,3.0,g_out,miRNA
1154,2.0,g_out,miRNA
1155,5.0,g_out,miRNA
1156,11.0,g_out,miRNA
1157,10.0,g_out,miRNA
1158,12.0,g_out,miRNA
1159,4.0,g_out,miRNA
1160,4.0,g_out,miRNA
1161,1.0,g_out,miRNA
1162,11.0,g_out,miRNA
1163,2.0,g_out,miRNA
1164,10.0,g_out,miRNA
1165,10.0,g_out,miRNA
1166,6.0,g_out,miRNA
1167,10.0,g_out,miRNA
1168,9.0,g_out,miRNA
1169,7.0,g_out,miRNA
1170,5.0,g_out,miRNA
1171,5.0,g_out,miRNA
1172,10.0,g_out,miRNA
1173,2.0,g_out,miRNA
1174,8.0,g_out,miRNA
1175,9.0,g_out,miRNA
1176,10.0,g_out,miRNA
1177,4.0,g_out,miRNA
1178,5.0,g_out,miRNA
1179,8.0,g_out,miRNA
1180,4.0,g_out,miRNA
1181,5.0,g_out,miRNA
1182,0.0,g_out,miRNA
1183,5.0,g_out,miRNA
1184,6.0,g_out,miRNA
1185,5.0,g_out,miRNA
1186,5.0,g_out,miRNA
1187,5.0,g_out,miRNA
1188,6.0,g_out,miRNA
1189,6.0,g_out,miRNA
1190,5.0,g_out,miRNA
1191,12.0,g_out,miRNA
1192,9.0,g_out,miRNA
1193,7.0,g_out,miRNA
1194,6.0,g_out,miRNA
1195,3.0,g_out,miRNA
1196,6.0,g_out,miRNA
1197,8.0,g_out,miRNA
1198,4.0,g_out,miRNA
1199,9.0,g_out,miRNA
1200,3.0,g_out,miRNA
1201,5.0,g_out,miRNA
1202,10.0,g_out,miRNA
1203,7.0,g_out,miRNA
1204,5.0,g_out,miRNA
1205,7.0,g_out,miRNA
1206,6.0,g_out,miRNA
1207,12.0,g_out,miRNA
1208,2.0,g_out,miRNA
1209,5.0,g_out,miRNA
1210,10.0,g_out,miRNA
1211,2.0,g_out,miRNA
1212,10.0,g_out,miRNA
1213,5.0,g_out,miRNA
1214,7.0,g_out,miRNA
1215,1.0,g_out,miRNA
1216,3.0,g_out,miRNA
1217,11.0,g_out,miRNA
1218,8.0,g_out,miRNA
1219,7.0,g_out,miRNA
1220,7.0,g_out,miRNA
1221,6.0,g_out,miRNA
1222,4.0,g_out,miRNA
1223,6.0,g_out,miRNA
1224,10.0,g_out,miRNA
1225,8.0,g_out,miRNA
1226,6.0,g_out,miRNA
1227,7.0,g_out,miRNA
1228,7.0,g_out,miRNA
1229,4.0,g_out,miRNA
1230,4.0,g_out,miRNA
1231,3.0,g_out,miRNA
1232,5.0,g_out,miRNA
1233,10.0,g_out,miRNA
1234,11.0,g_out,miRNA
1235,4.0,g_out,miRNA
1236,4.0,g_out,miRNA
1237,4.0,g_out,miRNA
1238,8.0,g_out,miRNA
1239,5.0,g_out,miRNA
1240,7.0,g_out,miRNA
1241,9.0,g_out,miRNA
1242,13.0,g_out,miRNA
1243,6.0,g_out,miRNA
1244,7.0,g_out,miRNA
1245,3.0,g_out,miRNA
1246,4.0,g_out,miRNA
1247,8.0,g_out,miRNA
1248,5.0,g_out,miRNA
1249,6.0,g_out,miRNA
1250,5.0,g_out,miRNA
1251,4.0,g_out,miRNA
1252,6.0,g_out,miRNA
1253,7.0,g_out,miRNA
1254,2.0,g_out,miRNA
1255,4.0,g_out,miRNA
1256,7.0,g_out,miRNA
1257,6.0,g_out,miRNA
1258,11.0,g_out,miRNA
1259,3.0,g_out,miRNA
1260,4.0,g_out,miRNA
1261,11.0,g_out,miRNA
1262,4.0,g_out,miRNA
1263,8.0,g_out,miRNA
1264,7.0,g_out,miRNA
1265,5.0,g_out,miRNA
1266,6.0,g_out,miRNA
1267,2.0,g_out,miRNA
1268,1.0,g_out,miRNA
1269,7.0,g_out,miRNA
1270,6.0,g_out,miRNA
1271,2.0,g_out,miRNA
1272,12.0,g_out,miRNA
1273,2.0,g_out,miRNA
1274,2.0,g_out,miRNA
1275,5.0,g_out,miRNA
1276,3.0,g_out,miRNA
1277,7.0,g_out,miRNA
1278,3.0,g_out,miRNA
1279,4.0,g_out,miRNA
1280,6.0,g_out,miRNA
1281,11.0,g_out,miRNA
1282,5.0,g_out,miRNA
1283,8.0,g_out,miRNA
1284,4.0,g_out,miRNA
1285,5.0,g_out,miRNA
1286,10.0,g_out,miRNA
1287,7.0,g_out,miRNA
1288,7.0,g_out,miRNA
1289,4.0,g_out,miRNA
1290,12.0,g_out,miRNA
1291,13.0,g_out,miRNA
1292,2.0,g_out,miRNA
1293,5.0,g_out,miRNA
1294,5.0,g_out,miRNA
1295,1.0,g_out,miRNA
1296,4.0,g_out,miRNA
1297,7.0,g_out,miRNA
1298,4.0,g_out,miRNA
1299,7.0,g_out,miRNA
1300,6.0,g_out,miRNA
1301,5.0,g_out,miRNA
1302,4.0,g_out,miRNA
1303,6.0,g_out,miRNA
1304,3.0,g_out,miRNA
1305,4.0,g_out,miRNA
1306,5.0,g_out,miRNA
1307,9.0,g_out,miRNA
1308,3.0,g_out,miRNA
1309,7.0,g_out,miRNA
1310,5.0,g_out,miRNA
1311,6.0,g_out,miRNA
1312,4.0,g_out,miRNA
1313,7.0,g_out,miRNA
1314,4.0,g_out,miRNA
1315,12.0,g_out,miRNA
1316,8.0,g_out,miRNA
1317,10.0,g_out,miRNA
1318,7.0,g_out,miRNA
1319,7.0,g_out,miRNA
1320,10.0,g_out,miRNA
1321,4.0,g_out,miRNA
1322,8.0,g_out,miRNA
1323,2.0,g_out,miRNA
1324,5.0,g_out,miRNA
1325,3.0,g_out,miRNA
1326,6.0,g_out,miRNA
1327,6.0,g_out,miRNA
1328,9.0,g_out,miRNA
1329,10.0,g_out,miRNA
1330,8.0,g_out,miRNA
1331,2.0,g_out,miRNA
1332,7.0,g_out,miRNA
1333,6.0,g_out,miRNA
1334,8.0,g_out,miRNA
1335,6.0,g_out,miRNA
1336,4.0,g_out,miRNA
1337,4.0,g_out,miRNA
1338,4.0,g_out,miRNA
1339,2.0,g_out,miRNA
1340,5.0,g_out,miRNA
1341,10.0,g_out,miRNA
1342,7.0,g_out,miRNA
1343,12.0,g_out,miRNA
1344,12.0,g_out,miRNA
1345,5.0,g_out,miRNA
1346,5.0,g_out,miRNA
1347,6.0,g_out,miRNA
1348,4.0,g_out,miRNA
1349,6.0,g_out,miRNA
1350,6.0,g_out,miRNA
1351,4.0,g_out,miRNA
1352,6.0,g_out,miRNA
1353,6.0,g_out,miRNA
1354,4.0,g_out,miRNA
1355,8.0,g_out,miRNA
1356,10.0,g_out,miRNA
1357,7.0,g_out,miRNA
1358,5.0,g_out,miRNA
1359,6.0,g_out,miRNA
1360,7.0,g_out,miRNA
1361,8.0,g_out,miRNA
1362,4.0,g_out,miRNA
1363,4.0,g_out,miRNA
1364,2.0,g_out,miRNA
1365,5.0,g_out,miRNA
1366,14.0,g_out,miRNA
1367,4.0,g_out,miRNA
1368,9.0,g_out,miRNA
1369,7.0,g_out,miRNA
1370,4.0,g_out,miRNA
1371,3.0,g_out,miRNA
1372,7.0,g_out,miRNA
1373,7.0,g_out,miRNA
1374,3.0,g_out,miRNA
1375,4.0,g_out,miRNA
1376,3.0,g_out,miRNA
1377,9.0,g_out,miRNA
1378,1.0,g_out,miRNA
1379,6.0,g_out,miRNA
1380,2.0,g_out,miRNA
1381,6.0,g_out,miRNA
1382,5.0,g_out,miRNA
1383,10.0,g_out,miRNA
1384,8.0,g_out,miRNA
1385,4.0,g_out,miRNA
1386,3.0,g_out,miRNA
1387,5.0,g_out,miRNA
1388,10.0,g_out,miRNA
1389,1.0,g_out,miRNA
1390,2.0,g_out,miRNA
1391,10.0,g_out,miRNA
1392,12.0,g_out,miRNA
1393,7.0,g_out,miRNA
1394,8.0,g_out,miRNA
1395,10.0,g_out,miRNA
1396,9.0,g_out,miRNA
1397,10.0,g_out,miRNA
1398,9.0,g_out,miRNA
1399,5.0,g_out,miRNA
1400,4.0,g_out,miRNA
1401,1.0,g_out,miRNA
1402,6.0,g_out,miRNA
1403,2.0,g_out,miRNA
1404,6.0,g_out,miRNA
1405,6.0,g_out,miRNA
1406,9.0,g_out,miRNA
1407,2.0,g_out,miRNA
1408,3.0,g_out,miRNA
1409,3.0,g_out,miRNA
1410,4.0,g_out,miRNA
1411,2.0,g_out,miRNA
1412,4.0,g_out,miRNA
1413,9.0,g_out,miRNA
1414,11.0,g_out,miRNA
1415,2.0,g_out,miRNA
1416,10.0,g_out,miRNA
1417,7.0,g_out,miRNA
1418,3.0,g_out,miRNA
1419,6.0,g_out,miRNA
1420,1.0,g_out,miRNA
1421,6.0,g_out,miRNA
1422,15.0,g_out,miRNA
1423,10.0,g_out,miRNA
1424,4.0,g_out,miRNA
1425,6.0,g_out,miRNA
1426,2.0,g_out,miRNA
1427,5.0,g_out,miRNA
1428,10.0,g_out,miRNA
1429,8.0,g_out,miRNA
1430,5.0,g_out,miRNA
1431,9.0,g_out,miRNA
1432,5.0,g_out,miRNA
1433,6.0,g_out,miRNA
1434,8.0,g_out,miRNA
1435,6.0,g_out,miRNA
1436,3.0,g_out,miRNA
1437,6.0,g_out,miRNA
1438,9.0,g_out,miRNA
1439,9.0,g_out,miRNA
1440,3.0,g_out,miRNA
1441,4.0,g_out,miRNA
1442,6.0,g_out,miRNA
1443,7.0,g_out,miRNA
1444,4.0,g_out,miRNA
1445,7.0,g_out,miRNA
1446,3.0,g_out,miRNA
1447,3.0,g_out,miRNA
1448,13.0,g_out,miRNA
1449,6.0,g_out,miRNA
1450,6.0,g_out,miRNA
1451,3.0,g_out,miRNA
1452,10.0,g_out,miRNA
1453,6.0,g_out,miRNA
1454,4.0,g_out,miRNA
1455,3.0,g_out,miRNA
1456,3.0,g_out,miRNA
1457,1.0,g_out,miRNA
1458,2.0,g_out,miRNA
1459,5.0,g_out,miRNA
1460,0.0,g_out,miRNA
1461,5.0,g_out,miRNA
1462,7.0,g_out,miRNA
1463,6.0,g_out,miRNA
1464,7.0,g_out,miRNA
1465,6.0,g_out,miRNA
1466,7.0,g_out,miRNA
1467,1.0,g_out,miRNA
1468,3.0,g_out,miRNA
1469,5.0,g_out,miRNA
1470,3.0,g_out,miRNA
1471,11.0,g_out,miRNA
1472,6.0,g_out,miRNA
1473,6.0,g_out,miRNA
1474,8.0,g_out,miRNA
1475,11.0,g_out,miRNA
1476,4.0,g_out,miRNA
1477,12.0,g_out,miRNA
1478,2.0,g_out,miRNA
1479,1.0,g_out,miRNA
1480,7.0,g_out,miRNA
1481,8.0,g_out,miRNA
1482,6.0,g_out,miRNA
1483,9.0,g_out,miRNA
1484,5.0,g_out,miRNA
1485,2.0,g_out,miRNA
1486,8.0,g_out,miRNA
1487,5.0,g_out,miRNA
1488,7.0,g_out,miRNA
1489,7.0,g_out,miRNA
1490,4.0,g_out,miRNA
1491,6.0,g_out,miRNA
1492,2.0,g_out,miRNA
1493,7.0,g_out,miRNA
1494,9.0,g_out,miRNA
1495,5.0,g_out,miRNA
1496,10.0,g_out,miRNA
1497,9.0,g_out,miRNA
1498,7.0,g_out,miRNA
1499,4.0,g_out,miRNA
1500,7.0,g_out,miRNA
1501,3.0,g_out,miRNA
1502,7.0,g_out,miRNA
1503,5.0,g_out,miRNA
1504,5.0,g_out,miRNA
1505,5.0,g_out,miRNA
1506,2.0,g_out,miRNA
1507,3.0,g_out,miRNA
1508,7.0,g_out,miRNA
1509,5.0,g_out,miRNA
1510,8.0,g_out,miRNA
1511,7.0,g_out,miRNA
1512,8.0,g_out,miRNA
1513,7.0,g_out,miRNA
1514,4.0,g_out,miRNA
1515,9.0,g_out,miRNA
1516,6.0,g_out,miRNA
1517,10.0,g_out,miRNA
1518,4.0,g_out,miRNA
1519,5.0,g_out,miRNA
1520,7.0,g_out,miRNA
1521,8.0,g_out,miRNA
1522,7.0,g_out,miRNA
1523,7.0,g_out,miRNA
1524,8.0,g_out,miRNA
1525,4.0,g_out,miRNA
1526,4.0,g_out,miRNA
1527,7.0,g_out,miRNA
1528,7.0,g_out,miRNA
1529,14.0,g_out,miRNA
1530,6.0,g_out,miRNA
1531,4.0,g_out,miRNA
1532,11.0,g_out,miRNA
1533,2.0,g_out,miRNA
1534,5.0,g_out,miRNA
1535,4.0,g_out,miRNA
1536,0.0,g_out,miRNA
1537,3.0,g_out,miRNA
1538,4.0,g_out,miRNA
1539,8.0,g_out,miRNA
1540,4.0,g_out,miRNA
1541,9.0,g_out,miRNA
1542,4.0,g_out,miRNA
1543,7.0,g_out,miRNA
1544,7.0,g_out,miRNA
1545,5.0,g_out,miRNA
1546,10.0,g_out,miRNA
1547,10.0,g_out,miRNA
1548,8.0,g_out,miRNA
1549,3.0,g_out,miRNA
1550,4.0,g_out,miRNA
1551,2.0,g_out,miRNA
1552,6.0,g_out,miRNA
1553,2.0,g_out,miRNA
1554,5.0,g_out,miRNA
1555,4.0,g_out,miRNA
1556,5.0,g_out,miRNA
1557,4.0,g_out,miRNA
1558,7.0,g_out,miRNA
1559,2.0,g_out,miRNA
1560,3.0,g_out,miRNA
1561,5.0,g_out,miRNA
1562,10.0,g_out,miRNA
1563,2.0,g_out,miRNA
1564,8.0,g_out,miRNA
1565,6.0,g_out,miRNA
1566,8.0,g_out,miRNA
1567,6.0,g_out,miRNA
1568,11.0,g_out,miRNA
1569,5.0,g_out,miRNA
1570,7.0,g_out,miRNA
1571,8.0,g_out,miRNA
1572,6.0,g_out,miRNA
1573,1.0,g_out,miRNA
1574,13.0,g_out,miRNA
1575,11.0,g_out,miRNA
1576,4.0,g_out,miRNA
1577,6.0,g_out,miRNA
1578,8.0,g_out,miRNA
1579,0.0,g_out,miRNA
1580,9.0,g_out,miRNA
1581,4.0,g_out,miRNA
1582,4.0,g_out,miRNA
1583,6.0,g_out,miRNA
1584,4.0,g_out,miRNA
1585,5.0,g_out,miRNA
1586,7.0,g_out,miRNA
1587,6.0,g_out,miRNA
1588,5.0,g_out,miRNA
1589,3.0,g_out,miRNA
1590,9.0,g_out,miRNA
1591,3.0,g_out,miRNA
1592,7.0,g_out,miRNA
1593,11.0,g_out,miRNA
1594,6.0,g_out,miRNA
1595,5.0,g_out,miRNA
1596,5.0,g_out,miRNA
1597,11.0,g_out,miRNA
1598,7.0,g_out,miRNA
1599,5.0,g_out,miRNA
1600,11.0,g_out,miRNA
1601,13.0,g_out,miRNA
1602,5.0,g_out,miRNA
1603,13.0,g_out,miRNA
1604,6.0,g_out,miRNA
1605,6.0,g_out,miRNA
1606,2.0,g_out,miRNA
1607,1.0,g_out,miRNA
1608,5.0,g_out,miRNA
1609,5.0,g_out,miRNA
1610,8.0,g_out,miRNA
1611,5.0,g_out,miRNA
1612,8.0,g_out,miRNA
1613,4.0,g_out,miRNA
1614,10.0,g_out,miRNA
1615,4.0,g_out,miRNA
1616,10.0,g_out,miRNA
1617,7.0,g_out,miRNA
1618,9.0,g_out,miRNA
1619,7.0,g_out,miRNA
1620,10.0,g_out,miRNA
1621,4.0,g_out,miRNA
1622,5.0,g_out,miRNA
1623,3.0,g_out,miRNA
1624,10.0,g_out,miRNA
